ORDERNUMBER,QUANTITYORDERED,DEALSIZE,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,RESULT,PRODUCTCODE,TERRITORY,COUNTRY,CITY,CUSTOMERID,CUSTOMERNAME,ADDRESSLINE1
10250,31,Small,91.34,9,2831.54,5/11/2004 0:00,Shipped,2,5,2004,Planes,91,NO,S700_1691,NA,USA,San Jose,C2494,The Sharp Gifts Warehouse,3086 Ingle Ln.
10262,40,Medium,84.03,4,3361.2,6/24/2004 0:00,Cancelled,2,6,2004,Planes,91,YES,S700_1691,EMEA,Spain,Madrid,C2495,Euro Shopping Channel,"C/ Moralzarzal, 86"
10275,32,Small,89.51,14,2864.32,7/23/2004 0:00,Shipped,3,7,2004,Planes,91,NO,S700_1691,EMEA,France,Nantes,C2496,La Rochelle Gifts,"67, rue des Cinquante Otages"
10284,24,Small,83.12,6,1994.88,8/21/2004 0:00,Shipped,3,8,2004,Planes,91,NO,S700_1691,EMEA,Norway,Oslo,C2497,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum"
10296,42,Medium,100,2,4296.6,9/15/2004 0:00,Shipped,3,9,2004,Planes,91,YES,S700_1691,EMEA,Germany,Munich,C2498,"Bavarian Collectables Imports, Co.",Hansastr. 15
10308,21,Small,100,12,2224.95,10/15/2004 0:00,Shipped,4,10,2004,Planes,91,NO,S700_1691,NA,USA,White Plains,C2499,Mini Classics,3758 North Pendale Street
10316,34,Small,82.21,4,2795.14,11/1/2004 0:00,Shipped,4,11,2004,Planes,91,NO,S700_1691,EMEA,UK,Cowes,C2500,giftsbymail.co.uk,Garden House Crowther Way
10328,27,Small,100,8,2762.1,11/12/2004 0:00,Shipped,4,11,2004,Planes,91,NO,S700_1691,EMEA,Italy,Bergamo,C2501,Rovelli Gifts,Via Ludovico il Moro 22
10340,30,Small,88.6,5,2658,11/24/2004 0:00,Shipped,4,11,2004,Planes,91,NO,S700_1691,EMEA,Spain,Barcelona,C2502,Enaco Distributors,"Rambla de Catalu¤a, 23"
10353,39,Medium,100,9,5043.87,12/4/2004 0:00,Shipped,4,12,2004,Planes,91,YES,S700_1691,NA,USA,Glendale,C2503,Gift Ideas Corp.,2440 Pompton St.
10361,20,Small,60.54,4,1210.8,12/17/2004 0:00,Shipped,4,12,2004,Planes,91,NO,S700_1691,APAC,Australia,Chatswood,C2504,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10375,37,Medium,81.87,6,3029.19,2/3/2005 0:00,Shipped,1,2,2005,Planes,91,YES,S700_1691,EMEA,France,Nantes,C2505,La Rochelle Gifts,"67, rue des Cinquante Otages"
10388,46,Large,100,2,10066.6,3/3/2005 0:00,Shipped,1,3,2005,Planes,91,YES,S700_1691,NA,USA,New Bedford,C2506,FunGiftIdeas.com,1785 First Street
10398,47,Medium,87.69,6,4121.43,3/30/2005 0:00,Shipped,1,3,2005,Planes,91,YES,S700_1691,EMEA,France,Reims,C2507,Reims Collectables,59 rue de l'Abbaye
10401,11,Small,100,8,1135.31,4/3/2005 0:00,On Hold,2,4,2005,Planes,91,NO,S700_1691,NA,USA,Newark,C2508,Tekni Collectables Inc.,7476 Moss Rd.
10416,23,Small,91.34,9,2100.82,5/10/2005 0:00,Shipped,2,5,2005,Planes,91,NO,S700_1691,EMEA,Italy,Reggio Emilia,C2509,L'ordine Souveniers,Strada Provinciale 124
10105,29,Small,70.15,12,2034.35,2/11/2003 0:00,Shipped,1,2,2003,Ships,86,NO,S700_1938,EMEA,Denmark,Kobenhavn,C2510,Danish Wholesale Imports,Vinb'ltet 34
10117,38,Medium,79.68,6,3027.84,4/16/2003 0:00,Shipped,2,4,2003,Ships,86,YES,S700_1938,APAC,Singapore,Singapore,C2511,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10128,32,Medium,97,3,3104,6/6/2003 0:00,Shipped,2,6,2003,Ships,86,YES,S700_1938,EMEA,Spain,Madrid,C2512,Euro Shopping Channel,"C/ Moralzarzal, 86"
10142,43,Medium,84.01,9,3612.43,8/8/2003 0:00,Shipped,3,8,2003,Ships,86,YES,S700_1938,NA,USA,San Rafael,C2513,Mini Gifts Distributors Ltd.,5677 Strong St.
10153,31,Small,87.48,8,2711.88,9/28/2003 0:00,Shipped,3,9,2003,Ships,86,NO,S700_1938,EMEA,Spain,Madrid,C2514,Euro Shopping Channel,"C/ Moralzarzal, 86"
10166,29,Medium,100,3,3013.97,10/21/2003 0:00,Shipped,4,10,2003,Ships,86,YES,S700_1938,NA,USA,New Bedford,C2515,FunGiftIdeas.com,1785 First Street
10177,31,Small,88.34,10,2738.54,11/7/2003 0:00,Shipped,4,11,2003,Ships,86,NO,S700_1938,EMEA,Spain,Madrid,C2516,CAF Imports,"Merchants House, 27-30 Merchant's Quay"
10185,30,Small,94.4,10,2832,11/14/2003 0:00,Shipped,4,11,2003,Ships,86,NO,S700_1938,NA,USA,New Bedford,C2517,Mini Creations Ltd.,4575 Hillside Dr.
10196,50,Medium,94.4,2,4720,11/26/2003 0:00,Shipped,4,11,2003,Ships,86,YES,S700_1938,NA,USA,New Haven,C2518,Super Scale Inc.,567 North Pendale Street
10208,40,Medium,80.55,10,3222,1/2/2004 0:00,Shipped,1,1,2004,Ships,86,YES,S700_1938,EMEA,France,Lyon,C2519,"Saveley & Henriot, Co.","2, rue du Commerce"
10221,23,Small,97,4,2231,2/18/2004 0:00,Shipped,1,2,2004,Ships,86,NO,S700_1938,EMEA,Belgium,Bruxelles,C2520,Petit Auto,Rue Joseph-Bens 532
10232,26,Small,88.34,7,2296.84,3/20/2004 0:00,Shipped,1,3,2004,Ships,86,NO,S700_1938,EMEA,UK,Cowes,C2521,giftsbymail.co.uk,Garden House Crowther Way
10248,40,Medium,100,13,4157.2,5/7/2004 0:00,Cancelled,2,5,2004,Ships,86,YES,S700_1938,NA,USA,NYC,C2522,Land of Toys Inc.,897 Long Airport Avenue
10273,21,Small,100,14,2146.2,7/21/2004 0:00,Shipped,3,7,2004,Ships,86,NO,S700_1938,EMEA,Belgium,Bruxelles,C2523,Petit Auto,Rue Joseph-Bens 532
10282,43,Medium,86.61,2,3724.23,8/20/2004 0:00,Shipped,3,8,2004,Ships,86,YES,S700_1938,NA,USA,San Rafael,C2524,Mini Gifts Distributors Ltd.,5677 Strong St.
10293,29,Small,71.89,5,2084.81,9/9/2004 0:00,Shipped,3,9,2004,Ships,86,NO,S700_1938,EMEA,Italy,Torino,C2525,Amica Models & Co.,Via Monte Bianco 34
10306,38,Medium,91.81,10,3488.78,10/14/2004 0:00,Shipped,4,10,2004,Ships,86,YES,S700_1938,EMEA,UK,Manchester,C2526,"AV Stores, Co.",Fauntleroy Circus
10314,23,Small,76.22,2,1753.06,10/22/2004 0:00,Shipped,4,10,2004,Ships,86,NO,S700_1938,EMEA,Denmark,Aaarhus,C2527,Heintze Collectables,Smagsloget 45
10327,20,Medium,100,7,3469.2,11/10/2004 0:00,Resolved,4,11,2004,Ships,86,YES,S700_1938,EMEA,Denmark,Kobenhavn,C2528,Danish Wholesale Imports,Vinb'ltet 34
10337,36,Small,70.3,9,2530.8,11/21/2004 0:00,Shipped,4,11,2004,Ships,86,NO,S700_1938,NA,USA,NYC,C2529,Classic Legends Inc.,5905 Pompton St.
10350,28,Small,100,4,2924.32,12/2/2004 0:00,Shipped,4,12,2004,Ships,86,NO,S700_1938,EMEA,Spain,Madrid,C2530,Euro Shopping Channel,"C/ Moralzarzal, 86"
10372,44,Medium,100,2,4496.8,1/26/2005 0:00,Shipped,1,1,2005,Ships,86,YES,S700_1938,APAC,Japan,Minato-ku,C2531,"Tokyo Collectables, Ltd",2-2-8 Roppongi
10384,49,Medium,100,1,6397.44,2/23/2005 0:00,Shipped,1,2,2005,Ships,86,YES,S700_1938,NA,USA,San Francisco,C2532,Corporate Gift Ideas Co.,7734 Strong St.
10397,32,Small,80.55,5,2577.6,3/28/2005 0:00,Shipped,1,3,2005,Ships,86,NO,S700_1938,EMEA,France,Toulouse,C2533,Alpha Cognac,1 rue Alsace-Lorraine
10414,34,Medium,100,13,3533.62,5/6/2005 0:00,On Hold,2,5,2005,Ships,86,YES,S700_1938,NA,USA,Boston,C2534,Gifts4AllAges.com,8616 Spinnaker Dr.
10106,30,Medium,100,16,3177.3,2/17/2003 0:00,Shipped,1,2,2003,Ships,90,YES,S700_2047,EMEA,Italy,Bergamo,C2535,Rovelli Gifts,Via Ludovico il Moro 22
10119,29,Small,94.14,7,2730.06,4/28/2003 0:00,Shipped,2,4,2003,Ships,90,NO,S700_2047,EMEA,Austria,Salzburg,C2536,Salzburg Collectables,Geislweg 14
10131,22,Small,85.99,8,1891.78,6/16/2003 0:00,Shipped,2,6,2003,Ships,90,NO,S700_2047,NA,USA,Glendale,C2537,Gift Ideas Corp.,2440 Pompton St.
10143,26,Small,100,11,2612.48,8/10/2003 0:00,Shipped,3,8,2003,Ships,90,NO,S700_2047,NA,USA,New Bedford,C2538,Mini Creations Ltd.,4575 Hillside Dr.
10155,32,Small,91.43,9,2925.76,10/6/2003 0:00,Shipped,4,10,2003,Ships,90,NO,S700_2047,EMEA,Finland,Helsinki,C2539,"Toys of Finland, Co.",Keskuskatu 45
10167,29,Small,100,5,2940.02,10/23/2003 0:00,Cancelled,4,10,2003,Ships,90,NO,S700_2047,EMEA,Sweden,Boras,C2540,Scandinavian Gift Ideas,?kergatan 24
10178,34,Medium,96.86,8,3293.24,11/8/2003 0:00,Shipped,4,11,2003,Ships,90,YES,S700_2047,EMEA,France,Toulouse,C2541,Alpha Cognac,1 rue Alsace-Lorraine
10186,24,Small,99.57,5,2389.68,11/14/2003 0:00,Shipped,4,11,2003,Ships,90,NO,S700_2047,EMEA,UK,London,C2542,"Double Decker Gift Stores, Ltd",120 Hanover Sq.
10197,24,Small,90.52,2,2172.48,11/26/2003 0:00,Shipped,4,11,2003,Ships,90,NO,S700_2047,EMEA,Spain,Barcelona,C2543,Enaco Distributors,"Rambla de Catalu¤a, 23"
10209,33,Small,88.71,4,2927.43,1/9/2004 0:00,Shipped,1,1,2004,Ships,90,NO,S700_2047,NA,USA,Los Angeles,C2544,"Men 'R' US Retailers, Ltd.",6047 Douglas Av.
10222,26,Small,100,8,2659.54,2/19/2004 0:00,Shipped,1,2,2004,Ships,90,NO,S700_2047,NA,USA,San Diego,C2545,Collectable Mini Designs Co.,361 Furth Circle
10249,40,Medium,95.95,4,3838,5/8/2004 0:00,Shipped,2,5,2004,Ships,90,YES,S700_2047,NA,USA,Cambridge,C2546,Cambridge Collectables Co.,4658 Baden Av.
10262,44,Medium,94.14,13,4142.16,6/24/2004 0:00,Cancelled,2,6,2004,Ships,90,YES,S700_2047,EMEA,Spain,Madrid,C2547,Euro Shopping Channel,"C/ Moralzarzal, 86"
10274,24,Small,90.52,5,2172.48,7/21/2004 0:00,Shipped,3,7,2004,Ships,90,NO,S700_2047,NA,USA,Brickhaven,C2548,Collectables For Less Inc.,7825 Douglas Av.
10283,20,Small,94.14,2,1882.8,8/20/2004 0:00,Shipped,3,8,2004,Ships,90,NO,S700_2047,NA,Canada,Tsawassen,C2549,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.
10296,34,Medium,100,11,3477.86,9/15/2004 0:00,Shipped,3,9,2004,Ships,90,YES,S700_2047,EMEA,Germany,Munich,C2550,"Bavarian Collectables Imports, Co.",Hansastr. 15
10307,34,Medium,97.76,5,3323.84,10/14/2004 0:00,Shipped,4,10,2004,Ships,90,YES,S700_2047,NA,USA,Philadelphia,C2551,"Classic Gift Ideas, Inc",782 First Street
10316,45,Medium,93.24,13,4195.8,11/1/2004 0:00,Shipped,4,11,2004,Ships,90,YES,S700_2047,EMEA,UK,Cowes,C2552,giftsbymail.co.uk,Garden House Crowther Way
10328,41,Medium,100,9,4156.58,11/12/2004 0:00,Shipped,4,11,2004,Ships,90,YES,S700_2047,EMEA,Italy,Bergamo,C2553,Rovelli Gifts,Via Ludovico il Moro 22
10339,55,Medium,71.25,15,3918.75,11/23/2004 0:00,Shipped,4,11,2004,Ships,90,YES,S700_2047,APAC,Japan,Minato-ku,C2554,"Tokyo Collectables, Ltd",2-2-8 Roppongi
10352,23,Small,100,3,2352.67,12/3/2004 0:00,Shipped,4,12,2004,Ships,90,NO,S700_2047,NA,USA,Brickhaven,C2555,Auto-Moto Classics Inc.,16780 Pompton St.
10361,24,Small,45.39,14,1089.36,12/17/2004 0:00,Shipped,4,12,2004,Ships,90,NO,S700_2047,APAC,Australia,Chatswood,C2556,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10373,32,Small,84.41,15,2701.12,1/31/2005 0:00,Shipped,1,1,2005,Ships,90,NO,S700_2047,EMEA,Finland,Oulu,C2557,"Oulu Toy Supplies, Inc.",Torikatu 38
10386,29,Small,85.76,13,2487.04,3/1/2005 0:00,Resolved,1,3,2005,Ships,90,NO,S700_2047,EMEA,Spain,Madrid,C2558,Euro Shopping Channel,"C/ Moralzarzal, 86"
10398,36,Medium,100,7,3910.32,3/30/2005 0:00,Shipped,1,3,2005,Ships,90,YES,S700_2047,EMEA,France,Reims,C2559,Reims Collectables,59 rue de l'Abbaye
10400,46,Medium,87.8,5,4038.8,4/1/2005 0:00,Shipped,2,4,2005,Ships,90,YES,S700_2047,NA,USA,San Jose,C2560,The Sharp Gifts Warehouse,3086 Ingle Ln.
10415,32,Medium,95.95,4,3070.4,5/9/2005 0:00,Disputed,2,5,2005,Ships,90,YES,S700_2047,APAC,Australia,Glen Waverly,C2561,"Australian Collectables, Ltd",7 Allen Street
10106,34,Medium,100,9,3763.46,2/17/2003 0:00,Shipped,1,2,2003,Planes,99,YES,S700_2466,EMEA,Italy,Bergamo,C2562,Rovelli Gifts,Via Ludovico il Moro 22
10120,24,Small,100,15,2584.8,4/29/2003 0:00,Shipped,2,4,2003,Planes,99,NO,S700_2466,APAC,Australia,Melbourne,C2563,"Australian Collectors, Co.",636 St Kilda Road
10131,40,Medium,100,1,4427.6,6/16/2003 0:00,Shipped,2,6,2003,Planes,99,YES,S700_2466,NA,USA,Glendale,C2564,Gift Ideas Corp.,2440 Pompton St.
10143,26,Small,82.77,4,2152.02,8/10/2003 0:00,Shipped,3,8,2003,Planes,99,NO,S700_2466,NA,USA,New Bedford,C2565,Mini Creations Ltd.,4575 Hillside Dr.
10155,20,Small,100,2,2353.4,10/6/2003 0:00,Shipped,4,10,2003,Planes,99,NO,S700_2466,EMEA,Finland,Helsinki,C2566,"Toys of Finland, Co.",Keskuskatu 45
10168,31,Medium,100,16,3431.39,10/28/2003 0:00,Shipped,4,10,2003,Planes,99,YES,S700_2466,NA,USA,Burlingame,C2567,Technics Stores Inc.,9408 Furth Circle
10178,22,Small,87.75,1,1930.5,11/8/2003 0:00,Shipped,4,11,2003,Planes,99,NO,S700_2466,EMEA,France,Toulouse,C2568,Alpha Cognac,1 rue Alsace-Lorraine
10198,42,Medium,100,1,4774.56,11/27/2003 0:00,Shipped,4,11,2003,Planes,99,YES,S700_2466,APAC,Philippines,Makati City,C2569,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03
10210,26,Small,99.72,14,2592.72,1/12/2004 0:00,Shipped,1,1,2004,Planes,99,NO,S700_2466,APAC,Japan,Osaka,C2570,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku"
10222,37,Medium,87.75,1,3246.75,2/19/2004 0:00,Shipped,1,2,2004,Planes,99,YES,S700_2466,NA,USA,San Diego,C2571,Collectable Mini Designs Co.,361 Furth Circle
10235,38,Medium,88.75,10,3372.5,4/2/2004 0:00,Shipped,2,4,2004,Planes,99,YES,S700_2466,NA,Canada,Tsawassen,C2572,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.
10250,35,Medium,100,11,3909.15,5/11/2004 0:00,Shipped,2,5,2004,Planes,99,YES,S700_2466,NA,USA,San Jose,C2573,The Sharp Gifts Warehouse,3086 Ingle Ln.
10262,33,Small,90.75,6,2994.75,6/24/2004 0:00,Cancelled,2,6,2004,Planes,99,NO,S700_2466,EMEA,Spain,Madrid,C2574,Euro Shopping Channel,"C/ Moralzarzal, 86"
10275,39,Medium,100,16,4472.52,7/23/2004 0:00,Shipped,3,7,2004,Planes,99,YES,S700_2466,EMEA,France,Nantes,C2575,La Rochelle Gifts,"67, rue des Cinquante Otages"
10284,45,Medium,100,8,4576.95,8/21/2004 0:00,Shipped,3,8,2004,Planes,99,YES,S700_2466,EMEA,Norway,Oslo,C2576,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum"
10296,24,Small,100,4,2441.04,9/15/2004 0:00,Shipped,3,9,2004,Planes,99,NO,S700_2466,EMEA,Germany,Munich,C2577,"Bavarian Collectables Imports, Co.",Hansastr. 15
10308,35,Medium,88.75,14,3106.25,10/15/2004 0:00,Shipped,4,10,2004,Planes,99,YES,S700_2466,NA,USA,White Plains,C2578,Mini Classics,3758 North Pendale Street
10316,23,Small,100,6,2706.41,11/1/2004 0:00,Shipped,4,11,2004,Planes,99,NO,S700_2466,EMEA,UK,Cowes,C2579,giftsbymail.co.uk,Garden House Crowther Way
10328,37,Medium,100,10,4021.53,11/12/2004 0:00,Shipped,4,11,2004,Planes,99,YES,S700_2466,EMEA,Italy,Bergamo,C2580,Rovelli Gifts,Via Ludovico il Moro 22
10340,55,Medium,87.75,7,4826.25,11/24/2004 0:00,Shipped,4,11,2004,Planes,99,YES,S700_2466,EMEA,Spain,Barcelona,C2581,Enaco Distributors,"Rambla de Catalu¤a, 23"
10352,49,Medium,100,2,4935.28,12/3/2004 0:00,Shipped,4,12,2004,Planes,99,YES,S700_2466,NA,USA,Brickhaven,C2582,Auto-Moto Classics Inc.,16780 Pompton St.
10361,26,Small,100,9,2754.7,12/17/2004 0:00,Shipped,4,12,2004,Planes,99,NO,S700_2466,APAC,Australia,Chatswood,C2583,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10375,33,Medium,100,1,3856.71,2/3/2005 0:00,Shipped,1,2,2005,Planes,99,YES,S700_2466,EMEA,France,Nantes,C2584,La Rochelle Gifts,"67, rue des Cinquante Otages"
10386,37,Medium,83.84,14,3102.08,3/1/2005 0:00,Resolved,1,3,2005,Planes,99,YES,S700_2466,EMEA,Spain,Madrid,C2585,Euro Shopping Channel,"C/ Moralzarzal, 86"
10398,22,Small,86.76,8,1908.72,3/30/2005 0:00,Shipped,1,3,2005,Planes,99,NO,S700_2466,EMEA,France,Reims,C2586,Reims Collectables,59 rue de l'Abbaye
10401,85,Large,88.75,10,7543.75,4/3/2005 0:00,On Hold,2,4,2005,Planes,99,YES,S700_2466,NA,USA,Newark,C2587,Tekni Collectables Inc.,7476 Moss Rd.
10416,22,Small,100,11,2457.18,5/10/2005 0:00,Shipped,2,5,2005,Planes,99,NO,S700_2466,EMEA,Italy,Reggio Emilia,C2588,L'ordine Souveniers,Strada Provinciale 124
10105,31,Small,65.77,3,2038.87,2/11/2003 0:00,Shipped,1,2,2003,Ships,72,NO,S700_2610,EMEA,Denmark,Kobenhavn,C2589,Danish Wholesale Imports,Vinb'ltet 34
10119,38,Small,65.77,12,2499.26,4/28/2003 0:00,Shipped,2,4,2003,Ships,72,NO,S700_2610,EMEA,Austria,Salzburg,C2590,Salzburg Collectables,Geislweg 14
10129,45,Medium,85.29,3,3838.05,6/12/2003 0:00,Shipped,2,6,2003,Ships,72,YES,S700_2610,EMEA,UK,London,C2591,"Stylish Desk Decors, Co.",35 King George
10143,31,Small,85.29,16,2643.99,8/10/2003 0:00,Shipped,3,8,2003,Ships,72,NO,S700_2610,NA,USA,New Bedford,C2592,Mini Creations Ltd.,4575 Hillside Dr.
10154,36,Small,64.33,1,2315.88,10/2/2003 0:00,Shipped,4,10,2003,Ships,72,NO,S700_2610,NA,USA,Glendale,C2593,Boards & Toys Co.,4097 Douglas Av.
10167,46,Medium,70.11,10,3225.06,10/23/2003 0:00,Cancelled,4,10,2003,Ships,72,YES,S700_2610,EMEA,Sweden,Boras,C2594,Scandinavian Gift Ideas,?kergatan 24
10177,32,Small,76.62,1,2451.84,11/7/2003 0:00,Shipped,4,11,2003,Ships,72,NO,S700_2610,EMEA,Spain,Madrid,C2595,CAF Imports,"Merchants House, 27-30 Merchant's Quay"
10185,39,Small,57.82,1,2254.98,11/14/2003 0:00,Shipped,4,11,2003,Ships,72,NO,S700_2610,NA,USA,New Bedford,C2596,Mini Creations Ltd.,4575 Hillside Dr.
10197,50,Medium,78.79,7,3939.5,11/26/2003 0:00,Shipped,4,11,2003,Ships,72,YES,S700_2610,EMEA,Spain,Barcelona,C2597,Enaco Distributors,"Rambla de Catalu¤a, 23"
10208,46,Medium,74.45,1,3424.7,1/2/2004 0:00,Shipped,1,1,2004,Ships,72,YES,S700_2610,EMEA,France,Lyon,C2598,"Saveley & Henriot, Co.","2, rue du Commerce"
10222,36,Small,80.95,13,2914.2,2/19/2004 0:00,Shipped,1,2,2004,Ships,72,NO,S700_2610,NA,USA,San Diego,C2599,Collectable Mini Designs Co.,361 Furth Circle
10233,29,Small,82.4,1,2389.6,3/29/2004 0:00,Shipped,1,3,2004,Ships,72,NO,S700_2610,NA,USA,Newark,C2600,Tekni Collectables Inc.,7476 Moss Rd.
10248,32,Small,75.89,4,2428.48,5/7/2004 0:00,Cancelled,2,5,2004,Ships,72,NO,S700_2610,NA,USA,NYC,C2601,Land of Toys Inc.,897 Long Airport Avenue
10261,44,Medium,68.67,2,3021.48,6/17/2004 0:00,Shipped,2,6,2004,Ships,72,YES,S700_2610,NA,Canada,Montreal,C2602,Quebec Home Shopping Network,43 rue St. Laurent
10273,42,Small,62.16,5,2610.72,7/21/2004 0:00,Shipped,3,7,2004,Ships,72,NO,S700_2610,EMEA,Belgium,Bruxelles,C2603,Petit Auto,Rue Joseph-Bens 532
10283,47,Medium,65.77,7,3091.19,8/20/2004 0:00,Shipped,3,8,2004,Ships,72,YES,S700_2610,NA,Canada,Tsawassen,C2604,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.
10295,44,Small,58.55,2,2576.2,9/10/2004 0:00,Shipped,3,9,2004,Ships,72,NO,S700_2610,NA,USA,Boston,C2605,Gifts4AllAges.com,8616 Spinnaker Dr.
10306,43,Medium,75.17,1,3232.31,10/14/2004 0:00,Shipped,4,10,2004,Ships,72,YES,S700_2610,EMEA,UK,Manchester,C2606,"AV Stores, Co.",Fauntleroy Circus
10316,48,Medium,74.45,18,3573.6,11/1/2004 0:00,Shipped,4,11,2004,Ships,72,YES,S700_2610,EMEA,UK,Cowes,C2607,giftsbymail.co.uk,Garden House Crowther Way
10327,21,Small,96.31,1,2022.51,11/10/2004 0:00,Resolved,4,11,2004,Ships,72,NO,S700_2610,EMEA,Denmark,Kobenhavn,C2608,Danish Wholesale Imports,Vinb'ltet 34
10339,50,Medium,74.35,9,3717.5,11/23/2004 0:00,Shipped,4,11,2004,Ships,72,YES,S700_2610,APAC,Japan,Minato-ku,C2609,"Tokyo Collectables, Ltd",2-2-8 Roppongi
10350,29,Small,75.35,12,2185.15,12/2/2004 0:00,Shipped,4,12,2004,Ships,72,NO,S700_2610,EMEA,Spain,Madrid,C2610,Euro Shopping Channel,"C/ Moralzarzal, 86"
10373,41,Small,70.33,16,2883.53,1/31/2005 0:00,Shipped,1,1,2005,Ships,72,NO,S700_2610,EMEA,Finland,Oulu,C2611,"Oulu Toy Supplies, Inc.",Torikatu 38
10386,37,Medium,100,10,5017.57,3/1/2005 0:00,Resolved,1,3,2005,Ships,72,YES,S700_2610,EMEA,Spain,Madrid,C2612,Euro Shopping Channel,"C/ Moralzarzal, 86"
10397,22,Small,66.5,4,1463,3/28/2005 0:00,Shipped,1,3,2005,Ships,72,NO,S700_2610,EMEA,France,Toulouse,C2613,Alpha Cognac,1 rue Alsace-Lorraine
10414,31,Small,75.89,4,2352.59,5/6/2005 0:00,On Hold,2,5,2005,Ships,72,NO,S700_2610,NA,USA,Boston,C2614,Gifts4AllAges.com,8616 Spinnaker Dr.
10103,42,Medium,100,6,4460.82,1/29/2003 0:00,Shipped,1,1,2003,Classic Cars,101,YES,S700_2824,EMEA,Norway,Stavern,C2615,Baane Mini Imports,Erling Skakkes gate 78
10114,42,Medium,100,10,4758.18,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,101,YES,S700_2824,EMEA,France,Paris,C2616,"La Corne D'abondance, Co.","265, boulevard Charonne"
10126,45,Medium,100,6,4597.2,5/28/2003 0:00,Shipped,2,5,2003,Classic Cars,101,YES,S700_2824,EMEA,Spain,Madrid,C2617,"Corrida Auto Replicas, Ltd","C/ Araquil, 67"
10140,36,Medium,100,6,4114.8,7/24/2003 0:00,Shipped,3,7,2003,Classic Cars,101,YES,S700_2824,NA,USA,Burlingame,C2618,Technics Stores Inc.,9408 Furth Circle
10150,20,Small,100,3,2104,9/19/2003 0:00,Shipped,3,9,2003,Classic Cars,101,NO,S700_2824,APAC,Singapore,Singapore,C2619,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye"
10164,39,Medium,81.93,4,3195.27,10/21/2003 0:00,Resolved,4,10,2003,Classic Cars,101,YES,S700_2824,EMEA,Austria,Graz,C2620,Mini Auto Werke,Kirchgasse 6
10175,42,Medium,85.98,11,3611.16,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,101,YES,S700_2824,EMEA,UK,London,C2621,"Stylish Desk Decors, Co.",35 King George
10183,23,Small,86.99,3,2000.77,11/13/2003 0:00,Shipped,4,11,2003,Classic Cars,101,NO,S700_2824,NA,USA,Philadelphia,C2622,"Classic Gift Ideas, Inc",782 First Street
10194,26,Small,89.01,6,2314.26,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,101,NO,S700_2824,EMEA,France,Lyon,C2623,"Saveley & Henriot, Co.","2, rue du Commerce"
10206,33,Medium,100,1,3871.89,12/5/2003 0:00,Shipped,4,12,2003,Classic Cars,101,YES,S700_2824,NA,Canada,Vancouver,C2624,Canadian Gift Exchange Network,1900 Oak St.
10217,31,Small,88,6,2728,2/4/2004 0:00,Shipped,1,2,2004,Classic Cars,101,NO,S700_2824,APAC,Singapore,Singapore,C2625,Handji Gifts& Co,Village Close - 106 Linden Road Sandown
10229,50,Medium,100,11,5614,3/11/2004 0:00,Shipped,1,3,2004,Classic Cars,101,YES,S700_2824,NA,USA,San Rafael,C2626,Mini Gifts Distributors Ltd.,5677 Strong St.
10245,44,Medium,100,4,4628.8,5/4/2004 0:00,Shipped,2,5,2004,Classic Cars,101,YES,S700_2824,NA,USA,New Haven,C2627,Super Scale Inc.,567 North Pendale Street
10258,45,Medium,80.92,1,3641.4,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,101,YES,S700_2824,APAC,Japan,Minato-ku,C2628,"Tokyo Collectables, Ltd",2-2-8 Roppongi
10270,46,Medium,88,4,4048,7/19/2004 0:00,Shipped,3,7,2004,Classic Cars,101,YES,S700_2824,APAC,Australia,Chatswood,C2629,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy"
10281,27,Small,85.98,11,2321.46,8/19/2004 0:00,Shipped,3,8,2004,Classic Cars,101,NO,S700_2824,NA,USA,Allentown,C2630,Diecast Classics Inc.,7586 Pompton St.
10291,28,Medium,100,6,3256.96,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,101,YES,S700_2824,EMEA,Sweden,Boras,C2631,Scandinavian Gift Ideas,?kergatan 24
10304,40,Medium,100,1,4208,10/11/2004 0:00,Shipped,4,10,2004,Classic Cars,101,YES,S700_2824,EMEA,France,Versailles,C2632,Auto Assoc. & Cie.,"67, avenue de l'Europe"
